0 -1.544740e+001
1 -1.303974e+001
2 -1.224495e+001
3 -1.199378e+001
4 -1.184885e+001
5 -1.173813e+001
6 -1.165898e+001
7 -1.158991e+001
8 -1.152818e+001
9 -1.147846e+001
10 -1.144230e+001
11 -1.141068e+001
12 -1.138314e+001
13 -1.136018e+001
14 -1.133389e+001
15 -1.131184e+001
16 -1.128983e+001
17 -1.126666e+001
18 -1.125034e+001
19 -1.123774e+001
20 -1.122929e+001
