1,2,3,4,5,6,7,8,9,10
1.175,0,1.0059,0,0.96519,0,0,0,0,0
1.1869,0,0.85599,0,0.99173,0,0,0,0,0
1.0329,0,0.94552,0,1.2022,0,0,0,0,0
1.0421,0,1.0532,0,0.86527,0,0,0,0,0
0.90169,0,0.97095,0,1.0528,0,0,0,0,0
1.2392,0,0.49888,0,1.0883,0,0,0,0,0
1.3151,0,0.59419,0,1.0568,0,0,0,0,0
1.2578,0,0.5356,0,1.0159,0,0,0,0,0
1.2427,0,0.5261,0,1.0139,0,0,0,0,0
1.095,0,0.64816,0,1.0513,0,0,0,0,0
1.1275,0,0.6826,0,1.1701,0,0,0,0,0
1.4215,0,0.64214,0,1.0173,0,0,0,0,0
1.2142,0,0.63904,0,0.99376,0,0,0,0,0
1.1883,0,0.56596,0,1.1366,0,0,0,0,0
1.3795,0,0.62937,0,1.1319,0,0,0,0,0
1.288,0,0.58585,0,1.1496,0,0,0,0,0
1.2643,0,0.55173,0,1.1087,0,0,0,0,0
1.1518,0,0.60578,0,1.0973,0,0,0,0,0
1.0206,0,0.64459,0,0.96794,0,0,0,0,0
1.2701,0,0.65837,0,1.0201,0,0,0,0,0
1.3567,0,0.61574,0,1.1352,0,0,0,0,0
1.1487,0,0.57866,0,1.1077,0,0,0,0,0
1.2434,0,0.58812,0,0.9995,0,0,0,0,0
1.3498,0,0.55823,0,0.99988,0,0,0,0,0
1.5562,0,0.58298,0,1.189,0,0,0,0,0
1.4136,0,0.60812,0,0.99455,0,0,0,0,0
1.6284,0,0.53855,0,0.90881,0,0,0,0,0
1.3049,0,0.57233,0,1.061,0,0,0,0,0
1.4911,0,0.5376,0,1.1034,0,0,0,0,0
1.3849,0,0.64098,0,1.0377,0,0,0,0,0
1.1856,0,0.64314,0,1.1449,0,0,0,0,0
1.3901,0,0.53428,0,1.1282,0,0,0,0,0
1.3834,0,0.49915,0,1.1442,0,0,0,0,0
1.4442,0,0.55235,0,1.1327,0,0,0,0,0
1.2801,0,0.59601,0,1.1109,0,0,0,0,0
1.2649,0,0.61998,0,1.0196,0,0,0,0,0
1.3267,0,0.57851,0,1.0328,0,0,0,0,0
1.4372,0,0.53234,0,1.1959,0,0,0,0,0
1.7372,0,0.51324,0,1.1288,0,0,0,0,0
1.5512,0,0.54674,0,1.1769,0,0,0,0,0
1.2698,0,0.48079,0,1.0417,0,0,0,0,0
1.4557,0,0.54724,0,1.0947,0,0,0,0,0
1.3661,0,0.50801,0,0.98774,0,0,0,0,0
1.4035,0,0.51108,0,1.1245,0,0,0,0,0
1.2534,0,0.49468,0,0.94141,0,0,0,0,0
1.5477,0,0.53677,0,0.9326,0,0,0,0,0
1.2378,0,0.51084,0,1.082,0,0,0,0,0
1.3466,0,0.49241,0,1.2007,0,0,0,0,0
1.0887,0,0.57756,0,1.0763,0,0,0,0,0
1.4602,0,0.58097,0,0.88545,0,0,0,0,0
1.3612,0,0.59899,0,1.0009,0,0,0,0,0
1.2567,0,0.53781,0,1.0033,0,0,0,0,0
1.4676,0,0.56285,0,1.034,0,0,0,0,0
1.2904,0,0.57224,0,0.98679,0,0,0,0,0
1.3543,0,0.58468,0,1.0037,0,0,0,0,0
1.1836,0,0.5774,0,1.0243,0,0,0,0,0
1.3199,0,0.56049,0,0.99185,0,0,0,0,0
1.1952,0,0.57792,0,1.0987,0,0,0,0,0
1.4658,0,0.5092,0,1.0058,0,0,0,0,0
1.1622,0,0.57976,0,0.983,0,0,0,0,0
1.4934,0,0.61027,0,0.92727,0,0,0,0,0
1.5556,0,0.50955,0,0.94356,0,0,0,0,0
1.1798,0,0.50261,0,1.1358,0,0,0,0,0
1.2811,0,0.53311,0,0.8527,0,0,0,0,0
1.0124,0,0.54719,0,0.98123,0,0,0,0,0
1.1644,0,0.97351,0,1.0428,0,0,0,0,0
1.2302,0,0.97715,0,0.98377,0,0,0,0,0
1.2206,0,0.9241,0,0.96907,0,0,0,0,0
1.0859,0,1.0321,0,0.9476,0,0,0,0,0
0.98031,0,1.0819,0,0.96421,0,0,0,0,0
1.0141,0,0.9883,0,1.1085,0,0,0,0,0
1.1667,0,0.97179,0,0.98363,0,0,0,0,0
1.0755,0,1.0084,0,0.93518,0,0,0,0,0
1.0011,0,1.0173,0,1.0727,0,0,0,0,0
1.1775,0,1.0556,0,1.0671,0,0,0,0,0
1.1791,0,1.0934,0,1.0592,0,0,0,0,0
1.1703,0,1.0268,0,1.0571,0,0,0,0,0
1.0574,0,1.1461,0,1.0299,0,0,0,0,0
0.96466,0,0.98868,0,0.89006,0,0,0,0,0
1.128,0,1.0158,0,0.93463,0,0,0,0,0
1.2103,0,0.98122,0,0.997,0,0,0,0,0
1.0382,0,0.90196,0,1.0646,0,0,0,0,0
1.0965,0,0.93067,0,0.95516,0,0,0,0,0
1.1345,0,1.0642,0,0.94728,0,0,0,0,0
1.3513,0,1.1021,0,1.0323,0,0,0,0,0
1.1953,0,1.0438,0,0.94616,0,0,0,0,0
1.3661,0,1.1178,0,0.87659,0,0,0,0,0
1.2347,0,1.0371,0,1.0154,0,0,0,0,0
1.3625,0,1.0046,0,1.0697,0,0,0,0,0
1.1944,0,0.99033,0,0.98699,0,0,0,0,0
1.1046,0,0.93768,0,1.0765,0,0,0,0,0
1.2554,0,1.0842,0,1.0618,0,0,0,0,0
1.2338,0,0.87844,0,1.0748,0,0,0,0,0
1.2442,0,0.98326,0,1.0513,0,0,0,0,0
1.2107,0,1.0981,0,1.045,0,0,0,0,0
1.12,0,1.0585,0,0.95261,0,0,0,0,0
1.1489,0,1.0449,0,0.98548,0,0,0,0,0
1.3154,0,1.055,0,1.0642,0,0,0,0,0
1.3986,0,1.0638,0,0.9967,0,0,0,0,0
1.2779,0,1.0822,0,1.0083,0,0,0,0,0
1.1304,0,0.99086,0,0.93623,0,0,0,0,0
1.1678,0,0.96896,0,0.99851,0,0,0,0,0
1.1779,0,0.95316,0,0.95042,0,0,0,0,0
1.1701,0,0.91287,0,1.1019,0,0,0,0,0
1.0651,0,0.80785,0,0.90643,0,0,0,0,0
1.3122,0,0.81317,0,0.87978,0,0,0,0,0
1.1074,0,0.87951,0,0.97071,0,0,0,0,0
1.1988,0,0.83436,0,1.1564,0,0,0,0,0
0.99547,0,0.93379,0,1.0147,0,0,0,0,0
1.1846,0,0.93475,0,0.86112,0,0,0,0,0
1.1313,0,0.94055,0,0.97299,0,0,0,0,0
1.1237,0,0.90887,0,0.90953,0,0,0,0,0
1.1753,0,0.91662,0,0.92638,0,0,0,0,0
1.1463,0,1.0028,0,0.90446,0,0,0,0,0
1.1637,0,0.88246,0,0.91861,0,0,0,0,0
1.0497,0,0.94472,0,0.95299,0,0,0,0,0
1.0963,0,0.94296,0,0.91552,0,0,0,0,0
1.1419,0,0.90138,0,1.0106,0,0,0,0,0
1.242,0,1.0167,0,0.94394,0,0,0,0,0
1.0476,0,0.92552,0,0.96066,0,0,0,0,0
1.2685,0,0.96541,0,0.88811,0,0,0,0,0
1.2729,0,0.8065,0,0.91018,0,0,0,0,0
1.0984,0,0.92057,0,1.035,0,0,0,0,0
1.1298,0,0.93634,0,0.80447,0,0,0,0,0
0.94548,0,0.91915,0,0.91868,0,0,0,0,0
1.2914,0,1.1767,0,0.63997,0,0,0,0,0
1.4056,0,1.1426,0,0.59357,0,0,0,0,0
1.4072,0,1.1556,0,0.64921,0,0,0,0,0
1.1689,0,1.0501,0,0.69337,0,0,0,0,0
1.0619,0,1.1219,0,0.65749,0,0,0,0,0
1.0722,0,1.0661,0,0.77089,0,0,0,0,0
1.4012,0,1.0255,0,0.70854,0,0,0,0,0
1.2586,0,1.0581,0,0.68397,0,0,0,0,0
1.153,0,1.1976,0,0.67888,0,0,0,0,0
1.3622,0,1.2066,0,0.65744,0,0,0,0,0
1.2664,0,1.2865,0,0.7301,0,0,0,0,0
1.2515,0,1.1929,0,0.64747,0,0,0,0,0
1.1222,0,1.3014,0,0.6851,0,0,0,0,0
1.0215,0,1.2489,0,0.62019,0,0,0,0,0
1.2584,0,1.2041,0,0.63664,0,0,0,0,0
1.2937,0,1.1563,0,0.62445,0,0,0,0,0
1.1148,0,0.9966,0,0.66093,0,0,0,0,0
1.1738,0,1.0701,0,0.64815,0,0,0,0,0
1.2616,0,1.3157,0,0.62941,0,0,0,0,0
1.4469,0,1.276,0,0.66093,0,0,0,0,0
1.4478,0,1.2152,0,0.63879,0,0,0,0,0
1.6259,0,1.3626,0,0.63556,0,0,0,0,0
1.3432,0,1.1322,0,0.66233,0,0,0,0,0
1.5337,0,1.1035,0,0.70575,0,0,0,0,0
1.2976,0,1.1422,0,0.69878,0,0,0,0,0
1.1894,0,1.0633,0,0.69117,0,0,0,0,0
1.3524,0,1.143,0,0.71326,0,0,0,0,0
1.3659,0,0.95925,0,0.68944,0,0,0,0,0
1.4616,0,1.1562,0,0.72758,0,0,0,0,0
1.2651,0,1.2727,0,0.69785,0,0,0,0,0
1.2559,0,1.3048,0,0.72532,0,0,0,0,0
1.3121,0,1.1667,0,0.70233,0,0,0,0,0
1.445,0,1.2676,0,0.71762,0,0,0,0,0
1.617,0,1.2673,0,0.68143,0,0,0,0,0
1.5134,0,1.3138,0,0.65182,0,0,0,0,0
1.2579,0,1.22,0,0.62767,0,0,0,0,0
1.4091,0,1.067,0,0.67778,0,0,0,0,0
1.3198,0,1.0701,0,0.67551,0,0,0,0,0
1.3679,0,1.0592,0,0.78356,0,0,0,0,0
1.1894,0,0.91154,0,0.65797,0,0,0,0,0
1.478,0,0.9062,0,0.63974,0,0,0,0,0
1.2,0,0.98084,0,0.69257,0,0,0,0,0
1.3329,0,0.97296,0,0.731,0,0,0,0,0
1.0575,0,1.2383,0,0.68665,0,0,0,0,0
1.3857,0,1.0298,0,0.67401,0,0,0,0,0
1.2913,0,1.0297,0,0.73047,0,0,0,0,0
1.2621,0,1.0285,0,0.63903,0,0,0,0,0
1.4657,0,1.0059,0,0.64972,0,0,0,0,0
1.2783,0,1.2275,0,0.63904,0,0,0,0,0
1.2845,0,0.98404,0,0.61567,0,0,0,0,0
1.1325,0,1.1122,0,0.64765,0,0,0,0,0
1.2523,0,1.1466,0,0.68735,0,0,0,0,0
1.2316,0,1.0031,0,0.63435,0,0,0,0,0
1.4777,0,1.2637,0,0.68949,0,0,0,0,0
1.1123,0,1.0405,0,0.66421,0,0,0,0,0
1.3155,0,1.0816,0,0.6187,0,0,0,0,0
1.2871,0,0.87455,0,0.62797,0,0,0,0,0
1.2081,0,1.0244,0,0.70042,0,0,0,0,0
1.3092,0,1.0986,0,0.60275,0,0,0,0,0
1.0266,0,1.0743,0,0.63923,0,0,0,0,0
