1,2,3,4,5,6,7,8,9,10
0.86566,0,1.2949,0,1.3974,0,0,0,0,0
0.81459,0,1.2686,0,1.1252,0,0,0,0,0
0.89303,0,1.2466,0,1.2101,0,0,0,0,0
0.89587,0,1.1808,0,1.4591,0,0,0,0,0
0.82164,0,1.0341,0,1.3576,0,0,0,0,0
0.80114,0,1.1127,0,1.1604,0,0,0,0,0
0.82906,0,1.3861,0,1.1294,0,0,0,0,0
0.92764,0,1.3297,0,1.5269,0,0,0,0,0
0.86467,0,1.2184,0,1.1851,0,0,0,0,0
0.88071,0,1.3416,0,1.0292,0,0,0,0,0
0.87059,0,1.27,0,1.2548,0,0,0,0,0
0.92924,0,1.2154,0,1.3459,0,0,0,0,0
0.87366,0,1.127,0,1.2495,0,0,0,0,0
0.8473,0,1.0419,0,1.4553,0,0,0,0,0
0.92934,0,1.3431,0,1.4222,0,0,0,0,0
0.82745,0,1.0135,0,1.4401,0,0,0,0,0
0.819,0,1.2699,0,1.3642,0,0,0,0,0
0.87797,0,1.3252,0,1.31,0,0,0,0,0
0.81234,0,1.3911,0,1.1397,0,0,0,0,0
0.78969,0,1.2739,0,1.2397,0,0,0,0,0
0.91611,0,1.331,0,1.5696,0,0,0,0,0
0.9266,0,1.34,0,1.3776,0,0,0,0,0
0.87135,0,1.3872,0,1.554,0,0,0,0,0
0.81753,0,1.2901,0,1.1936,0,0,0,0,0
0.80374,0,1.1245,0,1.2263,0,0,0,0,0
0.79684,0,1.1066,0,1.2278,0,0,0,0,0
0.77635,0,1.1218,0,1.4617,0,0,0,0,0
0.76661,0,0.95209,0,1.0596,0,0,0,0,0
0.81778,0,0.94445,0,1.0679,0,0,0,0,0
0.86394,0,1.0288,0,1.327,0,0,0,0,0
0.84932,0,0.98242,0,1.4598,0,0,0,0,0
0.79721,0,1.2788,0,1.3361,0,0,0,0,0
0.83068,0,1.0417,0,1.012,0,0,0,0,0
0.84055,0,1.0714,0,1.2172,0,0,0,0,0
0.82614,0,1.05,0,1.1637,0,0,0,0,0
0.78437,0,1.034,0,1.221,0,0,0,0,0
0.87409,0,1.3329,0,1.1952,0,0,0,0,0
0.9143,0,0.99127,0,1.1553,0,0,0,0,0
0.86133,0,1.1749,0,1.2399,0,0,0,0,0
0.83775,0,1.1637,0,1.1362,0,0,0,0,0
0.84824,0,1.0032,0,1.4339,0,0,0,0,0
0.82891,0,1.3492,0,1.2498,0,0,0,0,0
0.8281,0,1.0446,0,1.2469,0,0,0,0,0
0.91511,0,1.1194,0,1.0735,0,0,0,0,0
0.91397,0,0.91417,0,1.1077,0,0,0,0,0
0.87499,0,1.0653,0,1.4656,0,0,0,0,0
0.78802,0,1.2277,0,0.9526,0,0,0,0,0
0.75047,0,1.0467,0,1.2023,0,0,0,0,0
0.4483,0,1.1303,0,1.1548,0,0,0,0,0
0.43893,0,1.1203,0,1.1157,0,0,0,0,0
0.46743,0,1.1042,0,1.0575,0,0,0,0,0
0.56444,0,1.2238,0,1.0694,0,0,0,0,0
0.49429,0,1.2907,0,1.1019,0,0,0,0,0
0.48187,0,1.0996,0,1.2295,0,0,0,0,0
0.49547,0,1.0694,0,1.07,0,0,0,0,0
0.56799,0,1.0656,0,1.0226,0,0,0,0,0
0.49861,0,1.1738,0,1.2066,0,0,0,0,0
0.52026,0,1.2259,0,1.1644,0,0,0,0,0
0.56229,0,1.2871,0,1.2234,0,0,0,0,0
0.50683,0,1.1888,0,1.1851,0,0,0,0,0
0.47048,0,1.3338,0,1.1598,0,0,0,0,0
0.48204,0,1.2351,0,0.98843,0,0,0,0,0
0.52229,0,1.2223,0,1.0757,0,0,0,0,0
0.45892,0,1.1587,0,1.2021,0,0,0,0,0
0.46803,0,1.0085,0,1.1647,0,0,0,0,0
0.43589,0,1.0933,0,1.0391,0,0,0,0,0
0.44584,0,1.3613,0,1.0166,0,0,0,0,0
0.42324,0,1.2689,0,1.2442,0,0,0,0,0
0.44086,0,1.1841,0,1.0553,0,0,0,0,0
0.43196,0,1.2965,0,0.94961,0,0,0,0,0
0.42316,0,1.2158,0,1.1065,0,0,0,0,0
0.44515,0,1.1439,0,1.1453,0,0,0,0,0
0.52613,0,1.1279,0,1.0944,0,0,0,0,0
0.45456,0,1.0454,0,1.1926,0,0,0,0,0
0.44506,0,1.254,0,1.1844,0,0,0,0,0
0.39421,0,0.98507,0,1.1923,0,0,0,0,0
0.38666,0,1.1836,0,1.1786,0,0,0,0,0
0.44393,0,1.2825,0,1.1435,0,0,0,0,0
0.41438,0,1.3268,0,1.0303,0,0,0,0,0
0.42246,0,1.2066,0,1.0635,0,0,0,0,0
0.43398,0,1.2748,0,1.2146,0,0,0,0,0
0.46031,0,1.2747,0,1.2081,0,0,0,0,0
0.40145,0,1.3143,0,1.2547,0,0,0,0,0
0.44602,0,1.27,0,1.0788,0,0,0,0,0
0.45414,0,1.0988,0,1.137,0,0,0,0,0
0.43048,0,1.0761,0,1.0436,0,0,0,0,0
0.38282,0,1.0779,0,1.1985,0,0,0,0,0
0.4279,0,0.92392,0,0.98564,0,0,0,0,0
0.44455,0,0.9274,0,0.96934,0,0,0,0,0
0.4543,0,1.0072,0,1.1475,0,0,0,0,0
0.41598,0,0.97682,0,1.2329,0,0,0,0,0
0.42993,0,1.2396,0,1.1418,0,0,0,0,0
0.50851,0,1.0242,0,0.93646,0,0,0,0,0
0.42005,0,1.0341,0,1.0449,0,0,0,0,0
0.45332,0,1.0322,0,1.0733,0,0,0,0,0
0.43487,0,1.035,0,1.0865,0,0,0,0,0
0.49153,0,1.2673,0,1.0276,0,0,0,0,0
0.42788,0,0.97878,0,1.0459,0,0,0,0,0
0.53104,0,1.1303,0,1.0776,0,0,0,0,0
0.47699,0,1.1442,0,1.0078,0,0,0,0,0
0.40288,0,1.0126,0,1.1402,0,0,0,0,0
0.49333,0,1.2702,0,1.081,0,0,0,0,0
0.43276,0,1.0303,0,1.0191,0,0,0,0,0
0.58228,0,1.1184,0,0.95545,0,0,0,0,0
0.5924,0,0.90071,0,1.003,0,0,0,0,0
0.51864,0,1.0429,0,1.1849,0,0,0,0,0
0.45248,0,1.1968,0,0.89016,0,0,0,0,0
0.42084,0,1.0265,0,1.0165,0,0,0,0,0
1.1921,0,1.304,0,1.5117,0,0,0,0,0
1.2596,0,1.2179,0,1.4905,0,0,0,0,0
1.3017,0,1.2335,0,1.335,0,0,0,0,0
1.122,0,1.3373,0,1.3234,0,0,0,0,0
1.0229,0,1.3913,0,1.2966,0,0,0,0,0
1.0603,0,1.1487,0,1.4851,0,0,0,0,0
1.2474,0,1.1123,0,1.2274,0,0,0,0,0
1.1391,0,1.1401,0,1.1756,0,0,0,0,0
1.0746,0,1.3045,0,1.4143,0,0,0,0,0
1.2784,0,1.3013,0,1.3518,0,0,0,0,0
1.2235,0,1.4055,0,1.474,0,0,0,0,0
1.1953,0,1.3226,0,1.4796,0,0,0,0,0
1.111,0,1.5012,0,1.3902,0,0,0,0,0
0.98313,0,1.4348,0,1.1434,0,0,0,0,0
1.1767,0,1.407,0,1.2538,0,0,0,0,0
1.2671,0,1.2539,0,1.4948,0,0,0,0,0
1.0765,0,1.0853,0,1.4164,0,0,0,0,0
1.1365,0,1.1665,0,1.2021,0,0,0,0,0
1.1952,0,1.5379,0,1.1614,0,0,0,0,0
1.41,0,1.3837,0,1.5903,0,0,0,0,0
1.2629,0,1.2811,0,1.2236,0,0,0,0,0
1.5114,0,1.4632,0,1.0507,0,0,0,0,0
1.2861,0,1.288,0,1.3039,0,0,0,0,0
1.4452,0,1.197,0,1.3802,0,0,0,0,0
1.2443,0,1.216,0,1.2693,0,0,0,0,0
1.1584,0,1.1037,0,1.4777,0,0,0,0,0
1.353,0,1.3137,0,1.4478,0,0,0,0,0
1.2727,0,1.0257,0,1.4414,0,0,0,0,0
1.3064,0,1.3036,0,1.3758,0,0,0,0,0
1.2007,0,1.3966,0,1.3583,0,0,0,0,0
1.1348,0,1.4813,0,1.1556,0,0,0,0,0
1.2168,0,1.3035,0,1.2292,0,0,0,0,0
1.3924,0,1.4396,0,1.554,0,0,0,0,0
1.4906,0,1.4116,0,1.4388,0,0,0,0,0
1.3867,0,1.4492,0,1.6425,0,0,0,0,0
1.1591,0,1.4431,0,1.2215,0,0,0,0,0
1.2608,0,1.1607,0,1.3123,0,0,0,0,0
1.2714,0,1.1428,0,1.2095,0,0,0,0,0
1.2838,0,1.1742,0,1.4063,0,0,0,0,0
1.1112,0,0.97374,0,1.1161,0,0,0,0,0
1.4038,0,0.95253,0,1.0961,0,0,0,0,0
1.1533,0,1.0361,0,1.3699,0,0,0,0,0
1.2914,0,1.0336,0,1.526,0,0,0,0,0
1.0381,0,1.3587,0,1.3805,0,0,0,0,0
1.3097,0,1.0894,0,1.0275,0,0,0,0,0
1.2065,0,1.116,0,1.2378,0,0,0,0,0
1.1658,0,1.1012,0,1.1943,0,0,0,0,0
1.2566,0,1.0904,0,1.2662,0,0,0,0,0
1.2054,0,1.4304,0,1.2173,0,0,0,0,0
1.1896,0,1.021,0,1.1904,0,0,0,0,0
1.1427,0,1.266,0,1.3399,0,0,0,0,0
1.1843,0,1.2489,0,1.1875,0,0,0,0,0
1.208,0,1.0578,0,1.466,0,0,0,0,0
1.2694,0,1.458,0,1.3055,0,0,0,0,0
1.0942,0,1.1036,0,1.2699,0,0,0,0,0
1.3657,0,1.2027,0,1.0935,0,0,0,0,0
1.2814,0,0.94011,0,1.1296,0,0,0,0,0
1.1765,0,1.0901,0,1.538,0,0,0,0,0
1.1558,0,1.322,0,0.98821,0,0,0,0,0
0.96932,0,1.1357,0,1.2236,0,0,0,0,0
0.92338,0,0.94194,0,0.64623,0,0,0,0,0
1.0057,0,0.9491,0,0.6038,0,0,0,0,0
1.0036,0,0.89256,0,0.68255,0,0,0,0,0
0.90203,0,0.95873,0,0.67712,0,0,0,0,0
0.88778,0,1.0006,0,0.67262,0,0,0,0,0
0.88784,0,0.93149,0,0.75834,0,0,0,0,0
0.9896,0,0.91234,0,0.69623,0,0,0,0,0
0.94645,0,0.89453,0,0.7325,0,0,0,0,0
0.91869,0,0.97634,0,0.69576,0,0,0,0,0
0.99238,0,0.9873,0,0.66498,0,0,0,0,0
1.0004,0,1.0212,0,0.72455,0,0,0,0,0
1.0313,0,0.97116,0,0.66719,0,0,0,0,0
0.94708,0,1.0553,0,0.70045,0,0,0,0,0
0.87374,0,0.96018,0,0.6399,0,0,0,0,0
0.98082,0,0.98535,0,0.66698,0,0,0,0,0
1.0331,0,0.94603,0,0.68775,0,0,0,0,0
0.91859,0,0.87827,0,0.68247,0,0,0,0,0
0.9306,0,0.91517,0,0.64533,0,0,0,0,0
0.95656,0,1.0076,0,0.61586,0,0,0,0,0
1.0301,0,1.0302,0,0.6344,0,0,0,0,0
1.0197,0,0.98886,0,0.64449,0,0,0,0,0
1.0558,0,1.0496,0,0.63222,0,0,0,0,0
1.0222,0,0.99144,0,0.69788,0,0,0,0,0
1.1072,0,0.95874,0,0.73098,0,0,0,0,0
1.0079,0,0.95688,0,0.70296,0,0,0,0,0
0.94318,0,0.92778,0,0.72403,0,0,0,0,0
1.0237,0,0.97621,0,0.7104,0,0,0,0,0
0.97778,0,0.83056,0,0.72676,0,0,0,0,0
0.96626,0,0.93785,0,0.74401,0,0,0,0,0
0.97232,0,1.0464,0,0.70994,0,0,0,0,0
0.94301,0,1.0129,0,0.70911,0,0,0,0,0
0.9328,0,0.98691,0,0.6643,0,0,0,0,0
1.0679,0,0.98601,0,0.719,0,0,0,0,0
1.1204,0,0.96995,0,0.67991,0,0,0,0,0
1.0136,0,0.99582,0,0.6457,0,0,0,0,0
0.94557,0,0.9116,0,0.64688,0,0,0,0,0
0.93836,0,0.9148,0,0.68815,0,0,0,0,0
0.9419,0,0.91103,0,0.66119,0,0,0,0,0
0.93744,0,0.83992,0,0.76281,0,0,0,0,0
0.88689,0,0.78555,0,0.64514,0,0,0,0,0
1.0571,0,0.79633,0,0.6244,0,0,0,0,0
0.97959,0,0.84015,0,0.65936,0,0,0,0,0
0.97428,0,0.82194,0,0.72793,0,0,0,0,0
0.8669,0,0.98644,0,0.69923,0,0,0,0,0
0.91504,0,0.89537,0,0.66072,0,0,0,0,0
0.96596,0,0.87743,0,0.72626,0,0,0,0,0
0.93356,0,0.86466,0,0.65718,0,0,0,0,0
0.97291,0,0.87479,0,0.63319,0,0,0,0,0
1.0222,0,0.96416,0,0.60998,0,0,0,0,0
1.0054,0,0.86508,0,0.61064,0,0,0,0,0
0.90598,0,0.89917,0,0.69029,0,0,0,0,0
0.94145,0,0.90298,0,0.66894,0,0,0,0,0
0.97079,0,0.86362,0,0.63181,0,0,0,0,0
0.99026,0,0.97496,0,0.66938,0,0,0,0,0
0.92555,0,0.89343,0,0.64426,0,0,0,0,0
1.0129,0,0.9165,0,0.64268,0,0,0,0,0
1.014,0,0.77058,0,0.65029,0,0,0,0,0
0.97934,0,0.8645,0,0.78078,0,0,0,0,0
0.91983,0,0.89229,0,0.60495,0,0,0,0,0
0.82487,0,0.87669,0,0.65516,0,0,0,0,0
1.0319,0,1.0051,0,1.1421,0,0,0,0,0
1.1094,0,1.0273,0,1.1458,0,0,0,0,0
1.112,0,1.0024,0,1.1056,0,0,0,0,0
1.022,0,1.1078,0,1.0674,0,0,0,0,0
0.93574,0,1.1478,0,1.0683,0,0,0,0,0
0.96776,0,1.0302,0,1.2151,0,0,0,0,0
1.1309,0,0.98201,0,1.02,0,0,0,0,0
1.0348,0,0.99903,0,1.1047,0,0,0,0,0
0.99431,0,1.0828,0,1.1156,0,0,0,0,0
1.0861,0,1.1316,0,1.1022,0,0,0,0,0
1.1262,0,1.1551,0,1.1449,0,0,0,0,0
1.1159,0,1.0885,0,1.1882,0,0,0,0,0
1.0324,0,1.208,0,1.1831,0,0,0,0,0
0.93329,0,1.1192,0,0.97541,0,0,0,0,0
1.0764,0,1.1181,0,1.0731,0,0,0,0,0
1.1202,0,1.0627,0,1.2187,0,0,0,0,0
0.97813,0,0.94842,0,1.1781,0,0,0,0,0
1.003,0,1.02,0,1.0438,0,0,0,0,0
1.0542,0,1.2176,0,1.0233,0,0,0,0,0
1.1878,0,1.1696,0,1.2703,0,0,0,0,0
1.1529,0,1.0953,0,1.0447,0,0,0,0,0
1.2534,0,1.1813,0,0.92529,0,0,0,0,0
1.1705,0,1.1303,0,1.0631,0,0,0,0,0
1.2588,0,1.0712,0,1.183,0,0,0,0,0
1.0968,0,1.0498,0,1.1029,0,0,0,0,0
1.0684,0,0.99305,0,1.2035,0,0,0,0,0
1.1615,0,1.1451,0,1.1786,0,0,0,0,0
1.1276,0,0.92906,0,1.1914,0,0,0,0,0
1.1309,0,1.0861,0,1.1844,0,0,0,0,0
1.1072,0,1.1889,0,1.1587,0,0,0,0,0
1.0319,0,1.1903,0,1.0257,0,0,0,0,0
1.056,0,1.1308,0,1.0747,0,0,0,0,0
1.2071,0,1.1418,0,1.2609,0,0,0,0,0
1.2384,0,1.1419,0,1.1647,0,0,0,0,0
1.1584,0,1.191,0,1.1768,0,0,0,0,0
1.0409,0,1.1071,0,1.0229,0,0,0,0,0
1.1096,0,1.0102,0,1.0854,0,0,0,0,0
1.0842,0,0.99457,0,1.0469,0,0,0,0,0
1.0723,0,0.967,0,1.2131,0,0,0,0,0
0.99759,0,0.85319,0,0.97287,0,0,0,0,0
1.1892,0,0.87001,0,0.96606,0,0,0,0,0
1.078,0,0.94219,0,1.132,0,0,0,0,0
1.0789,0,0.902,0,1.2456,0,0,0,0,0
0.93165,0,1.1077,0,1.1479,0,0,0,0,0
1.0702,0,0.9696,0,0.93469,0,0,0,0,0
1.0804,0,0.98597,0,1.0578,0,0,0,0,0
1.0866,0,0.9668,0,1.0624,0,0,0,0,0
1.0283,0,0.97646,0,1.1022,0,0,0,0,0
1.049,0,1.1238,0,1.0406,0,0,0,0,0
1.1486,0,0.9292,0,1.0593,0,0,0,0,0
1.0328,0,1.0188,0,1.115,0,0,0,0,0
1.0494,0,1.0581,0,1.0507,0,0,0,0,0
1.06,0,0.93996,0,1.1769,0,0,0,0,0
1.0609,0,1.1554,0,1.0953,0,0,0,0,0
1.0158,0,0.96635,0,1.0586,0,0,0,0,0
